index,functions,pair,candidate_TPL,label
36403,"1. View company profile
2. Make appointment
3. Convenient access to services
4. Trusted accreditation information
5. Connect with government agencies, companies, and individuals
6. Access to regional industry information
7. Convenient access to residential, industrial, and commercial development information","[""Android BitmapFun"", ""Apache Common""]","[""ActionBar PullToRefresh""]",True
43460,"1. Customize your buggy shooter with easy money
2. Crush zombies in an incredible race
3. Drive a buggy in infested areas
4. Hold the handlebars of a buggy shooter
5. Save the world from the invasion of zombies
6. Clean house in the city and survive
7. Enjoy a cool game with fun
8. Compatible with Google's new play generation
9. High-quality graphics on tablets
10. Unique experience between race car and massacre","[""Bolts Base Library"", ""Signpost Oauth""]","[""Facebook SDK""]",True
44764,"1. Treat sick kids patients with finger injuries.
2. Operate on patients with finger injuries.
3. Give medicine to sick kids patients.
4. Dress up like a real doctor.
5. Treat patients with finger injuries on the hand.
6. Visit a well-known surgery hospital for treatment.
7. Get the best treatment for finger and hand problems.
8. Consult an expert doctor and hand surgeon.","[""Apptentive Android SDK"", ""Android Support v4""]","[""Flurry SDK""]",True
54185,"1. Get a 3 Minute trial for every chat
2. Choose from our best psychics
3. Enter your payment info
4. Psychic Reading - 3 Minute trial
5. Find the best gifted online psychic
6. Ask an ocean worth of questions
7. Providing your payment info
8. Get Answers to Your Pressing Questions
9. Clear Answers from Real Psychics
10. Earned Reputation for Client Satisfaction
11. 24/7 Real-Time Availability
12. Best Psychic Match Guarantee
13. Anonymous & Private
14. Variety of Psychic Mediums
15. My Readings
16. My Messages
17. Free Horoscopes","[""Facebook SDK"", ""Google Ads""]","[""Bolts Base Library""]",True
27506,"1. Play hundreds of fun levels
2. Solve challenging puzzles
3. Become a Wonderland expert
4. Share progress on Facebook
5. Support online & offline mode
6. Enjoy the game anytime & anywhere
7. Play puzzle game day and night","[""Adobe Air"", ""AppLovin SDK""]","[""Adobe Air FRE""]",True
42076,"1. Download the app for free
2. Get solutions to remove acne marks
3. Install the app on your device
4. Receive details on acne removal
5. Learn why acne ruins our overall look
6. Understand the issue of acne during teenage years
7. Access information on acne removal","[""Jasonkostempski"", ""SourceForge ZBar""]","[""EPublib""]",True
47469,"1. MMORPG fantasy game with premium comic-style art
2. Online multiplayer challenges with thousands of players
3. Innovative in-game economy balancing strong and weak players
4. Over 400 cool items to improve stats
5. Fascinating minigames including iSpy, Puzzles, Slots, Match-3
6. Hilarious NPCs
7. Co-operative multiplayer for group battles
8. Future updates with more features to come","[""Android Beacon Library"", ""Amazon In Store App SDK""]","[""Pushwoosh SDK""]",True
46025,"1. Browse and download beautiful wallpapers for free.
2. Find wallpapers for smartphones and tablets.
3. Discover intriguing sceneries to personalize your device.
4. Enjoy unique wallpapers that will amaze you.","[""Jasonkostempski"", ""ActionBarSherlock""]","[""Google APDFViewer""]",True
51295,"1. Download the BEST MATCH 3 game FOR FREE!
2. Collect fishes, shells, gems, and pearls.
3. Fill up seahorse's conch-shaped cart.
4. Travel through hundreds of levels and themes.
5. Break ice to rescue frozen fishes.
6. Smash eggshell to rescue a little turtle.
7. Swap and switch fishes to stun latern fishes.
8. Completely free to download and play.
9. Use power-ups or boosters for challenging levels.
10. Play in leisure times, trips, holidays, with family.
11. Connect with Facebook and play with friends.
12. Easy and fun to play, but a challenge to master.
13. Boosters and charms to help with challenging levels.
14. Daily rewards and Super Bonus all the time.
15. Cute and adorable Sea Animals.
16. Latest and newest gameplay in ""Match 3"" puzzles.","[""Umeng Message Push"", ""Android Support v4""]","[""AppLovin SDK""]",True
19024,"1. Aggregates feeds from horse racing worldwide.
2. Shows live horse racing 24/7, 365 days a year.","[""Fmod"", ""Google Ads""]","[""Unity3D""]",True
29007,"1. Real conversation series - Watch videos of actual situations in China to learn Chinese.
2. Smart HSK - Learn HSK (Chinese proficiency test) with expert lectures.
3. WeChat marketing class - Learn marketing on WeChat.
4. Alibaba trade - Start a business on Alibaba with 0 won.
5. Taobao direct teaching - Learn how to earn 1 million won per month with Taobao.
6. Success strategy for starting a business - Learn strategies for starting a business in China.
7. Storage space (required) - Save data for learning and reference.
8. Phone (required) - Pause function during phone calls.
9. Microphone (required) - Pronunciation practice and evaluation.","[""Crashlytics"", ""Android Support v4""]","[""Fabric""]",True
44078,"1. Guess word with given clues (synonyms, association, expressions)
2. Get free coins daily for hints
3. In-app purchase for additional coins","[""Bolts Base Library"", ""Google Play SDK""]","[""Facebook SDK""]",True
36514,"1. Book bliss spa appointments on the go.
2. Choose favorite bliss location for appointments.
3. Select desired spa services for booking.
4. Find favorite technician for spa appointments.
5. Book appointments in a matter of minutes.","[""Facebook SDK"", ""Google Maps Utils""]","[""Bolts Base Library""]",True
35513,"1. Book national airline tickets
2. Book international airline tickets
3. Reserve national hotels
4. Reserve international hotels
5. Explore exclusive resorts
6. Discover differentiated destinations
7. Book national maritime cruises
8. Book international maritime cruises","[""Bolts Base Library"", ""Credit card scanning for Android apps""]","[""Facebook SDK""]",True
13843,"1. Bake a unique Monster Cake for grandson.
2. Control a bulldozer to destroy monsters.
3. Collect ingredients from the abandoned desert.
4. Strategize attacks based on monster abilities.
5. Manage fuel to continue destroying monsters.
6. Repair bulldozer when damaged beyond repair.
7. Encounter different types of monsters with varying strengths.
8. Think of the best way to attack monsters.","[""Vungle's Android SDK"", ""Immersion's Haptic SDK For Android""]","[""Square Dagger""]",True
22786,"1. Blast the blossom by your finger
2. Enjoy blossom splash
3. Match 3 or more flowers
4. Create blossom blast
5. Slide combination 3 or more same flowers
6. Make a juicy slicing
7. Swipe flowers to make the blossom smash
8. Reach the goal before moves run out
9. Clear all flowers in same type
10. Combo more than three same flowers
11. Win a power-up flower to clear more
12. Switch and match your way through levels
13. Play alone or with friends for highest score","[""Bolts Base Library"", ""Square Picasso 2.7""]","[""Facebook SDK""]",True
26908,"1. Drive heavy farm tractors and machinery
2. Cultivate crops in your lands
3. Sprinkle water with water sprayer
4. Grow different plants on your farm
5. Sell crops for money
6. Use steering wheel, buttons, or tilting controls
7. Experience the life of a farmer
8. Become a professional farmer
9. Download Village Farm Tractor Drive Simulator","[""IronSource"", ""Android Support v4""]","[""MoPub""]",True
27028,"1. Choose to fight for the Rebellion or the Empire.  
2. Train your troops to charge into battle.  
3. Build units and vehicles with multiple upgrades.  
4. Defend your base against enemy forces.  
5. Complete original story missions and gain rewards.  
6. Level up heroes, troops, vehicles, and more.  
7. Battle on different worlds within the Star Wars universe.  
8. Team up with friends and allies to form squads.  
9. Scout and relocate your base to new worlds.","[""Fmod"", ""Urban Airship""]","[""Unity3D""]",True
50811,"1. Escape from the T-Rex in an endless run.
2. Drive the park cars to escape.
3. Compete against friends and global leaderboards.
4. Dodge obstacles in the park jungle.
5. Collect gold coins for upgrades and powerups.
6. Use powerups to cheat death.
7. Dash and dodge at lightning speed.
8. Swipe for acrobatic moves.
9. Enjoy 3D HD optimized graphics.
10. Experience the thrill of a T-Rex chase.","[""Unity3D"", ""Android Support v7""]","[""Fmod""]",True
52730,"1. Crush sweet candy jelly by swiping
2. Make matches of 3 or more jelly
3. Whip your way through recipe-solving challenges
4. Clear all same type of jelly
5. Use secret tools to complete missions
6. Line up 3 or more jellies to blast them
7. Set off a chain reaction of sweet jelly
8. Match identical candy cookies to crush
9. Use boosters to reach your goal
10. Create special cranberry jelly to clear lines
11. Create Gummy Jelly Power to remove all same candy
12. Create fire by linking sweets in T or L shape
13. Combine special blossom cookies for powerful blast
14. Login to Facebook for extra coins
15. Complete levels with stars to get bonus","[""Unity3D"", ""Unity3d Advertisement""]","[""Fmod""]",True
22386,"1. Serve customers by tapping food dispenser
2. Wait for customers to pay
3. Access a variety of foods, upgrades, and areas
4. Suitable for all ages
5. Addictive and fun gameplay
6. Free to play","[""Bolts Base Library"", ""Google Ads""]","[""Facebook SDK""]",True
18901,"1. Match 3 or more blocky jewel fruit cubes
2. Switch and swap blocky jewel fruit
3. Make powerful charms with trio of objects
4. Experience a beautiful wonderland with fairy games
5. Reach the unicorn in the valley
6. Finish challenging blocky jewel fruit levels
7. Learn easy but master hard in fairy dream world
8. Match 3 or more strawberry, black berry, etc.
9. Play with friends from Facebook
10. Break charms and cubes in block puzzle game
11. Gain a fairy frenzy by matching in a row
12. Rate the game with a lot of stars","[""Bolts Base Library"", ""Google Play SDK""]","[""Facebook SDK""]",True
40818,"1. Change background of keyboard with unique design
2. Personalize smartphone keyboard with different themes
3. View HD screenshots of theme designs
4. Compatible with most smartphone versions
5. Change look and shape of keyboard buttons
6. Easy installation and activation process
7. Download compatible keyboard if not installed
8. Rate and review the app
9. Download more free keyboard themes
10. Send fun text messages
11. Request new themes from the developer
12. Stay connected on social media for new themes.","[""Google Tag Manager"", ""Google Gson""]","[""Google Analytics""]",True
